,0,1,2,3,4
565,GMCR.OQ^C16,27-Sep-2003,US,Coffee & Tea,031066214
566,RUM.A^D06,30-Sep-2003,US,Brewers (NEC),031062752
567,JJSF.OQ,27-Sep-2003,US,Snack Food & Non-Chocolate Confectionary,031061212
568,RAH.N^A13,30-Sep-2003,US,Food Processing (NEC),031060442
569,TSN.N,27-Sep-2003,US,Meat Processing,031058036
570,NTY.N^J10,30-Sep-2003,US,Special Foods & Wellbeing Products,031057233
571,IPSU.OQ^F12,30-Sep-2003,US,Sugar & Artificial Sweeteners,031055956
572,CENT.OQ,27-Sep-2003,US,Pet Food Manufacturing,031047414
573,NRCNA.OB^K05,31-Aug-2003,US,Fishing & Farming (NEC),031028633
574,—,31-Aug-2003,US,Fishing & Farming (NEC),031024972
575,NUTR.O^H17,30-Sep-2003,US,Special Foods & Wellbeing Products,031023171
576,—,02-Jul-2003,US,Coffee & Tea,03918428
577,FARM.OQ,30-Jun-2003,US,Coffee & Tea,03915516
578,NXXIQ.PK^A12,30-Jun-2003,US,Special Foods & Wellbeing Products,03915080
579,PFACP.OQ^C10,28-Jun-2003,US,Fishing & Farming Wholesale,03912940
580,NUCO.OQ^F08,30-Jun-2003,US,Carbonated Soft Drinks,03912917
581,CBI.A^K94,28-Jun-2003,US,Food Processing (NEC),03912130
582,CUSI.PK,28-Jun-2003,US,Frozen Food Manufacturing,03912043
583,CSGN.PK^H09,30-Jun-2003,US,Food Processing (NEC),03910880
584,LANC.OQ,30-Jun-2003,US,Food Ingredients,03910385
585,GKIS.OQ^A07,28-Jun-2003,US,Food Processing (NEC),03905624
586,—,28-Jun-2003,US,"Dairy Products
+1",03904358
587,HSH.N^H14,28-Jun-2003,US,Food Processing (NEC),03903545
588,UVV.N,30-Jun-2003,US,Tobacco (NEC),03897031
589,MGPI.OQ,30-Jun-2003,US,Distillers & Wineries (NEC),03897011
590,JBSS.OQ,26-Jun-2003,US,Chocolate & Confectionery,03895066
591,ADM.N,30-Jun-2003,US,Food Processing (NEC),03879839
592,HNFSA.PK,01-Jun-2003,US,Frozen Food Manufacturing,03874012
593,GLDC.O^J16,28-Aug-2003,US,Food Processing (NEC),03872466
594,SHF.N^L12,31-May-2003,US,Special Foods & Wellbeing Products,03871875
595,PYYX.PK,30-Jun-2003,US,Tobacco (NEC),03870190
596,IBCIQ.PK^B09,31-May-2003,US,Bread & Bakery Product Manufacturing,03861418
597,—,25-May-2003,US,Meat Processing,03861241
598,UNMG.PK^D19,31-Dec-2002,US,"Vegetable, Fruit & Nut Farming",03837146
599,CALM.OQ,31-May-2003,US,Poultry Farming,03836412
600,CAG.N,25-May-2003,US,Food Processing (NEC),03831445
601,GIS.N,25-May-2003,US,Food Processing (NEC),03822922
602,FIZZ.OQ,03-May-2003,US,Non-Alcoholic Beverages (NEC),03815473
603,LUCY.PK^I16,31-Mar-2003,US,Dairy Products,03814367
604,HNZ.N^F13,30-Apr-2003,US,Food Processing (NEC),03801639
605,BFb.N,30-Apr-2003,US,Distillers & Wineries (NEC),03801543
606,SJM.N,30-Apr-2003,US,Food Processing (NEC),03800919
607,SFD.N^I13,27-Apr-2003,US,Meat Processing,03797873
608,DLM.N^C11,27-Apr-2003,US,Pet Food Manufacturing,03796913
609,BOBE.OQ^A18,25-Apr-2003,US,Food Processing (NEC),03796533
610,TULY.OQ^I07,30-Mar-2003,US,Coffee & Tea,03764636
611,SENEA.OQ,31-Mar-2003,US,Frozen Food Manufacturing,03759351
612,CAGAQ.PK^K12,29-Mar-2003,US,Meat Processing,03758720
613,STW.N^E05,31-Mar-2003,US,Fishing & Farming (NEC),03758161
614,—,31-Mar-2003,US,Food Processing (NEC),03755301
615,PORK.OQ^E07,29-Mar-2003,US,Meat Processing,03731051
616,—,28-Feb-2003,US,Chocolate & Confectionery,03718803
617,CHCL.PK^K06,31-Dec-2002,US,Fishing & Farming (NEC),03708865
618,STZ.N,28-Feb-2003,US,Brewers (NEC),03696371
619,CBRAF.PK^D16,31-Dec-2002,US,Food Ingredients,03694714
620,IMC.N^F04,01-Mar-2003,US,Food Processing (NEC),03692312
621,BVAH.PK^C04,31-Dec-2002,US,"Vegetable, Fruit & Nut Farming",03673539
622,NTOL.OQ^A08,31-Dec-2002,US,Special Foods & Wellbeing Products,03647869
623,HORTQ.PK^D09,31-Dec-2002,US,Commercial Nurseries,03646754
624,—,31-Dec-2002,US,Commercial Fishing,03632196
625,VGR.N,31-Dec-2002,US,Tobacco (NEC),03632083
626,CHLN.OQ^B05,31-Dec-2002,US,Distillers & Wineries (NEC),03631826
627,VFPI.PK^E09,31-Dec-2002,US,Food Retail & Distribution (NEC),03630806
628,SURE.PK^J06,31-Dec-2002,US,Food Processing (NEC),03629862
629,MRGO.PK,31-Dec-2002,PR,Fishing & Farming (NEC),03629624
630,MTEX.OQ,31-Dec-2002,US,Special Foods & Wellbeing Products,03628679
631,RELV.PK,31-Dec-2002,US,Special Foods & Wellbeing Products,03628365
632,CQB.N^A15,31-Dec-2002,US,Fishing & Farming (NEC),03627301
633,SOY.TO,31-Dec-2002,CA,Vegan & Vegetarian Food Manufacturing,03627079
634,—,31-Dec-2002,US,Special Foods & Wellbeing Products,03627071
635,APBL.PK^L16,31-Dec-2002,US,Food Processing (NEC),03626901
636,PEET.OQ^J12,29-Dec-2002,US,Coffee & Tea,03626888
637,—,31-Dec-2002,US,Commercial Nurseries,03626966
638,PAS.N^C10,28-Dec-2002,US,Non-Alcoholic Beverages (NEC),03626520
639,TSTY.OQ^E11,28-Dec-2002,US,Bread & Bakery Product Manufacturing,03625750
640,—,30-Dec-2002,US,Frozen Food Manufacturing,03625702
641,—,28-Dec-2002,US,Food Processing (NEC),03625671
642,SDI.A^G20,31-Dec-2002,US,Cigars & Cigarette Manufacturing,03625473
643,PMID.PK^D09,31-Dec-2002,US,Brewers (NEC),03625426
644,—,28-Dec-2002,US,Carbonated Soft Drinks,03625176
645,COKE.OQ,29-Dec-2002,US,Non-Alcoholic Beverages (NEC),03625100
646,FLO.N,28-Dec-2002,US,Bread & Bakery Product Manufacturing,03624411
647,SYLN.OQ^F04,31-Dec-2002,US,Food Processing (NEC),03624332
648,SNAK.OQ^L17,28-Dec-2002,US,Food Processing (NEC),03624272
649,BREW.OQ^J20,31-Dec-2002,US,Craft & Micro Brewers,03622341
650,—,31-Dec-2002,US,Non-Alcoholic Beverages (NEC),03622238
651,NATR.OQ,31-Dec-2002,US,Special Foods & Wellbeing Products,03622089
652,MO.N,31-Dec-2002,US,Cigars & Cigarette Manufacturing,03621992
653,SDSYA.PK,31-Dec-2002,US,Food Processing (NEC),03621877
654,—,31-Dec-2002,US,Food Processing (NEC),03621849
655,—,31-Dec-2002,US,Animal Feed,03621654
656,—,28-Dec-2002,US,Snack Food & Non-Chocolate Confectionary,03621430
657,USNA.N,28-Dec-2002,US,Special Foods & Wellbeing Products,03621060
658,SAM.N,28-Dec-2002,US,Brewers (NEC),03620727
659,TAP.N,29-Dec-2002,US,Brewers (NEC),03619254
660,—,31-Dec-2002,US,Dairy Products,03619284
661,DFODQ.PK^F21,31-Dec-2002,US,Food Processing (NEC),03619253
662,—,31-Dec-2002,US,Special Foods & Wellbeing Products,03619173
663,TR.N,31-Dec-2002,US,Chocolate & Confectionery,03618791
664,AURFQ.OB^C04,31-Dec-2002,US,Food Processing (NEC),03618433
665,DAR.N,28-Dec-2002,US,Food Processing (NEC),03618292
666,KO.N,31-Dec-2002,US,Non-Alcoholic Beverages (NEC),03618266
667,HSY.N,26-Mar-2003,US,Food Processing (NEC),03617703
668,BUD.N^K08,31-Dec-2002,US,Brewers (NEC),03617659
669,DOLE.N^K13,28-Dec-2002,US,Fishing & Farming (NEC),03616904
670,NNUTU.PK^I22,31-Dec-2002,US,"Vegetable, Fruit & Nut Farming",03616774
671,MDLZ.OQ,31-Dec-2002,US,Food Processing (NEC),03616390
672,IFF.N,31-Dec-2002,US,Food Ingredients,03615456
673,—,29-Dec-2002,US,Food Processing (NEC),03615341
674,—,29-Dec-2002,US,Personal Services (NEC),03614972
675,INGR.N,31-Dec-2002,US,Food Processing (NEC),03612143
676,—,31-Dec-2002,US,Food Processing (NEC),03611245
677,PNRA.OQ^G17,28-Dec-2002,US,Bread & Bakery Product Manufacturing,03611217
678,ICY.P^I03,31-Dec-2002,US,Non-Alcoholic Beverages (NEC),03610610
679,ANDE.OQ,31-Dec-2002,US,Fishing & Farming Wholesale,03609545
680,PFGC.OQ^F08,28-Dec-2002,US,Food Processing (NEC),03606644
681,—,28-Dec-2002,CA,Bottled Water & Ice,03606065
682,SPOP.OB^L05,31-Dec-2002,US,Food Processing (NEC),03605624
683,CEDCQ.PK^F13,31-Dec-2002,US,Distillers & Wineries (NEC),03605020
